guesses, answers
7.0,0.0,0.0,0.0,0.0,0.002,0.016,0.332,0.633,0.004,0.013,0.0
7.0,0.027678571428571427,0.0,0.0,0.0,0.089,0.0,0.0,0.853,0.005,0.001,0.024321428571428574
7.0,0.10603333333333333,0.0,0.0,0.0,0.107,0.0,0.0,0.67,0.022,0.001,0.09396666666666666
7.0,0.020749999999999998,0.0,0.0,0.0,0.09,0.0,0.001,0.857,0.007,0.0,0.024250000000000004
8.0,0.0065,0.001,0.0,0.0,0.023,0.043,0.001,0.015,0.857,0.048,0.0055000000000000005
8.0,0.07616666666666665,0.0,0.0,0.0,0.107,0.003,0.0,0.061,0.691,0.001,0.060833333333333336
8.0,0.06163333333333333,0.0,0.0,0.0,0.119,0.0,0.0,0.068,0.698,0.002,0.05136666666666666
8.0,0.0055,0.0,0.0,0.0,0.004,0.019,0.0,0.001,0.951,0.015,0.0045
8.0,0.008733333333333334,0.0,0.0,0.0,0.014,0.0,0.0,0.002,0.961,0.004,0.010266666666666665
8.0,0.010366666666666665,0.0,0.0,0.0,0.017,0.004,0.0,0.0,0.956,0.004,0.008633333333333333
8.0,0.017216666666666665,0.0,0.0,0.0,0.058,0.007,0.0,0.007,0.87,0.014,0.02678333333333333
8.0,0.005783333333333334,0.0,0.0,0.0,0.018,0.038,0.002,0.004,0.878,0.042,0.012216666666666667
8.0,0.023600000000000003,0.0,0.0,0.0,0.153,0.003,0.0,0.01,0.78,0.01,0.020399999999999998
9.0,0.001,0.001,0.0,0.0,0.012,0.069,0.001,0.004,0.108,0.801,0.003
9.0,0.001,0.0,0.0,0.0,0.005,0.04,0.001,0.001,0.088,0.862,0.0019999999999999996
9.0,0.0,0.0,0.0,0.0,0.0,0.245,0.001,0.007,0.003,0.744,0.0
9.0,0.0,0.0,0.0,0.0,0.001,0.195,0.002,0.001,0.006,0.795,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.002,0.004,0.882,0.0
9.0,0.0,0.0,0.0,0.0,0.002,0.282,0.001,0.009,0.005,0.7,0.001
9.0,0.0005714285714285714,0.0,0.0,0.0,0.003,0.11,0.0,0.006,0.003,0.876,0.0014285714285714286
9.0,0.001,0.0,0.0,0.0,0.002,0.175,0.001,0.002,0.001,0.818,0.0
9.0,0.0006666666666666666,0.0,0.0,0.0,0.0,0.147,0.001,0.003,0.0,0.848,0.0003333333333333333
10.0,0.4764317460317461,0.0,0.0,0.0,0.03,0.0,0.0,0.035,0.002,0.0,0.45656825396825385
10.0,0.5010571428571429,0.0,0.0,0.0,0.013,0.0,0.0,0.002,0.004,0.0,0.4799428571428571
10.0,0.4368785714285715,0.0,0.0,0.0,0.0442,0.0,0.0,0.062200000000000005,0.0,0.0,0.45672142857142856
10.0,0.4749962121212123,0.0,0.0,0.0,0.03,0.001,0.0,0.02,0.027,0.0,0.44700378787878775
10.0,0.47119880952380966,0.0,0.0,0.0,0.014,0.0,0.0,0.015,0.009,0.0,0.4908011904761903
10.0,0.4415250000000002,0.0,0.0,0.0,0.092,0.0,0.0,0.018,0.013,0.0,0.4354749999999998
10.0,0.5095722222222229,0.0,0.0,0.0,0.011,0.0,0.0,0.005,0.002,0.0,0.47242777777777734
10.0,0.48819642857142875,0.0,0.0,0.0,0.016,0.0,0.0,0.026,0.006,0.0,0.46380357142857115
10.0,0.4868269841269843,0.0,0.0,0.0,0.014,0.0,0.0,0.014,0.009,0.0,0.47617301587301575
